;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
1454;100 000 км;Ford Focus III;560 000 ₽;2014;механика;седан;передний;белый;1.6 л/105л.с./Бензин
1455;235 000 км;Ford Focus II;335 000 ₽;2007;механика;седан;передний;синий;1.8 л/125л.с./Бензин
1456;150 000 км;Ford Focus II Рестайлинг;330 000 ₽;2008;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1457;225 000 км;Ford Focus II;340 000 ₽;2006;механика;универсал 5 дв.;передний;пурпурный;1.8 л/125л.с./Бензин
1458;283 000 км;Ford Focus II;260 000 ₽;2006;механика;седан;передний;чёрный;2.0 л/145л.с./Бензин
1459;150 000 км;Ford Focus II Рестайлинг;310 000 ₽;2008;механика;седан;передний;синий;1.8 л/125л.с./Бензин
1460;103 000 км;Ford Focus III;580 000 ₽;2012;механика;седан;передний;коричневый;1.6 л/105л.с./Бензин
1461;153 000 км;Ford Focus III;540 000 ₽;2012;механика;седан;передний;красный;1.6 л/105л.с./Бензин
1462;175 000 км;Ford Focus II;310 000 ₽;2006;механика;хэтчбек 5 дв.;передний;серебристый;1.8 л/125л.с./Бензин
1463;130 000 км;Ford Focus III;528 000 ₽;2012;робот;седан;передний;синий;1.6 л/125л.с./Бензин
1464;129 220 км;Ford Focus II Рестайлинг;310 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.4 л/80л.с./Бензин
1465;72 500 км;Ford Focus III;638 000 ₽;2013;робот;седан;передний;красный;1.6 л/105л.с./Бензин
1466;93 000 км;Ford Focus III Рестайлинг;980 000 ₽;2018;автомат;универсал 5 дв.;передний;белый;1.5 л/150л.с./Бензин
1467;120 406 км;Ford Focus III;579 000 ₽;2013;робот;хэтчбек 5 дв.;передний;белый;2.0 л/150л.с./Бензин
1468;68 000 км;Ford Focus III Рестайлинг;769 000 ₽;2017;робот;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1469;110 000 км;Ford Focus III;565 000 ₽;2012;робот;седан;передний;коричневый;2.0 л/160л.с./Бензин
1470;182 000 км;Ford Focus II Рестайлинг;445 000 ₽;2008;автомат;седан;передний;фиолетовый;1.6 л/100л.с./Бензин
1471;167 000 км;Ford Focus III;649 000 ₽;2012;механика;универсал 5 дв.;передний;серый;2.0 л/150л.с./Бензин
1472;174 628 км;Ford Focus II Рестайлинг;375 000 ₽;2008;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
1473;52 000 км;Ford Focus III Рестайлинг;1 000 000 ₽;2016;автомат;универсал 5 дв.;передний;белый;1.5 л/150л.с./Бензин
1474;172 000 км;Ford Focus I;140 000 ₽;2001;автомат;седан;передний;красный;2.0 л/131л.с./Бензин
1475;210 000 км;Ford Focus II;270 000 ₽;2005;механика;хэтчбек 3 дв.;передний;синий;1.6 л/115л.с./Бензин
1476;188 200 км;Ford Focus III;500 000 ₽;2013;механика;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1477;156 000 км;Ford Focus III;440 000 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1478;235 000 км;Ford Focus II Рестайлинг;400 000 ₽;2011;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/115л.с./Бензин
1479;167 000 км;Ford Focus II Рестайлинг;400 000 ₽;2011;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1480;130 000 км;Ford Focus III;530 000 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1481;160 000 км;Ford Focus II Рестайлинг;325 000 ₽;2008;механика;хэтчбек 3 дв.;передний;синий;1.6 л/100л.с./Бензин
1482;238 000 км;Ford Focus II Рестайлинг;370 000 ₽;2011;механика;универсал 5 дв.;передний;синий;1.6 л/115л.с./Бензин
1483;240 000 км;Ford Focus II;282 000 ₽;2005;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1484;262 000 км;Ford Focus III;540 000 ₽;2013;робот;хэтчбек 5 дв.;передний;чёрный;2.0 л/150л.с./Бензин
1485;195 708 км;Ford Focus II Рестайлинг;399 000 ₽;2009;автомат;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1486;96 000 км;Ford Focus III;470 000 ₽;2012;робот;седан;передний;серебристый;1.6 л/125л.с./Бензин
1487;122 316 км;Ford Focus III Рестайлинг;749 000 ₽;2016;робот;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1488;270 712 км;Ford Focus II;330 000 ₽;2007;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/125л.с./Бензин
1489;93 000 км;Ford Focus III;720 000 ₽;2015;робот;универсал 5 дв.;передний;белый;2.0 л/150л.с./Бензин
1490;66 000 км;Ford Focus III;590 000 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1491;213 000 км;Ford Focus II;320 000 ₽;2007;автомат;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1492;158 200 км;Ford Focus III;494 000 ₽;2012;робот;седан;передний;синий;1.6 л/125л.с./Бензин
1493;121 058 км;Ford Focus III Рестайлинг;869 000 ₽;2016;робот;седан;передний;серый;1.6 л/105л.с./Бензин
1494;164 000 км;Ford Focus II Рестайлинг;405 000 ₽;2010;механика;универсал 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1495;325 000 км;Ford Focus II;265 000 ₽;2006;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
1496;124 437 км;Ford Focus II Рестайлинг;377 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.6 л/100л.с./Бензин
1497;174 460 км;Ford Focus II;320 000 ₽;2007;механика;хэтчбек 5 дв.;передний;голубой;1.6 л/115л.с./Бензин
1498;78 001 км;Ford Focus III;530 000 ₽;2012;робот;седан;передний;серебристый;2.0 л/150л.с./Бензин
1499;171 233 км;Ford Focus III;450 000 ₽;2011;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
1500;160 000 км;Ford Focus III;540 000 ₽;2011;робот;седан;передний;серебристый;2.0 л/150л.с./Бензин
1501;105 000 км;Ford Focus II Рестайлинг;370 000 ₽;2009;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1502;55 864 км;Ford Focus III Рестайлинг;800 000 ₽;2018;робот;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1503;150 000 км;Ford Focus III;500 000 ₽;2012;механика;седан;передний;чёрный;1.6 л/105л.с./Бензин
1504;185 000 км;Ford Focus II Рестайлинг;346 000 ₽;2008;механика;седан;передний;чёрный;1.6 л/115л.с./Бензин
1505;260 000 км;Ford Focus II Рестайлинг;300 000 ₽;2010;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1506;86 000 км;Ford Focus III;510 000 ₽;2012;робот;универсал 5 дв.;передний;серый;1.6 л/105л.с./Бензин
1507;100 000 км;Ford Focus II;268 400 ₽;2006;механика;хэтчбек 5 дв.;передний;серебристый;1.4 л/80л.с./Бензин
1508;94 350 км;Ford Focus III;610 000 ₽;2013;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1509;56 177 км;Ford Focus III Рестайлинг;915 000 ₽;2018;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1510;260 000 км;Ford Focus II;275 000 ₽;2006;механика;хэтчбек 3 дв.;передний;голубой;1.8 л/125л.с./Бензин
1511;160 000 км;Ford Focus II Рестайлинг;350 000 ₽;2008;механика;седан;передний;чёрный;1.6 л/115л.с./Бензин
1512;198 000 км;Ford Focus III;420 000 ₽;2011;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/105л.с./Бензин
1513;112 709 км;Ford Focus III;447 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1514;133 202 км;Ford Focus III;440 000 ₽;2011;робот;седан;передний;чёрный;1.6 л/125л.с./Бензин
1515;200 000 км;Ford Focus II;285 000 ₽;2006;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
1516;236 000 км;Ford Focus II Рестайлинг;330 000 ₽;2008;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
1517;205 000 км;Ford Focus II Рестайлинг;330 000 ₽;2008;автомат;хэтчбек 5 дв.;передний;голубой;2.0 л/145л.с./Бензин
1518;116 000 км;Ford Focus III Рестайлинг;750 000 ₽;2015;механика;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1519;280 000 км;Ford Focus II;333 000 ₽;2007;механика;хэтчбек 5 дв.;передний;серый;1.8 л/125л.с./Бензин
1520;30 000 км;Ford Focus III Рестайлинг;860 000 ₽;2017;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
1521;160 000 км;Ford Focus II Рестайлинг;350 000 ₽;2009;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1522;158 000 км;Ford Focus III;610 000 ₽;2014;механика;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1523;165 000 км;Ford Focus III;610 000 ₽;2012;робот;хэтчбек 5 дв.;передний;серый;2.0 л/150л.с./Бензин
1524;230 544 км;Ford Focus II Рестайлинг;410 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/125л.с./Бензин
1525;98 000 км;Ford Focus III;540 000 ₽;2011;робот;хэтчбек 5 дв.;передний;коричневый;1.6 л/125л.с./Бензин
1526;61 000 км;Ford Focus III Рестайлинг;785 000 ₽;2016;робот;седан;передний;красный;1.6 л/125л.с./Бензин
1527;61 000 км;Ford Focus III Рестайлинг;956 990 ₽;2019;механика;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1528;115 010 км;Ford Focus III;545 000 ₽;2012;механика;хэтчбек 5 дв.;передний;синий;2.0 л/150л.с./Бензин
1529;33 858 км;Ford Focus III Рестайлинг;800 000 ₽;2017;робот;хэтчбек 5 дв.;передний;серый;1.6 л/105л.с./Бензин
1530;189 607 км;Ford Focus II Рестайлинг;350 000 ₽;2009;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/125л.с./Бензин
1531;222 275 км;Ford Focus II;275 000 ₽;2005;автомат;хэтчбек 5 дв.;передний;голубой;1.6 л/100л.с./Бензин
1532;234 000 км;Ford Focus II;360 000 ₽;2005;автомат;седан;передний;синий;1.6 л/100л.с./Бензин
1533;192 000 км;Ford Focus III;495 000 ₽;2013;робот;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1534;141 000 км;Ford Focus III;520 000 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
